phecode	phenotype	sex	category	icd9_ukb_num	icd9_ukb	icd10_ukb_num	icd10_ukb
652	Malposition and malpresentation of fetus or obstruction	Female	pregnancy complications	NA	NA	36	O32.0, O32.1, O32.2, O32.3, O32.4, O32.5, O32.6, O32.8, O32.9, O33.1, O33.2, O33.3, O33.4, O33.5, O33.7, O33.8, O33.9, O64.0, O64.1, O64.2, O64.3, O64.4, O64.5, O64.8, O64.9, O65.4, O65.5, O65.8, O65.9, O66.0, O66.1, O66.2, O66.4, O66.5, O66.8, O66.9
653	Problems associated with amniotic cavity and membranes	Female	pregnancy complications	1	658.4	11	O40, O41.0, O41.1, O41.8, O41.9, O42.0, O42.1, O42.2, O42.9, O75.5, O75.6
654	Other and unspecified complications of birth; puerperium affecting management of mother	Female	pregnancy complications	NA	NA	1	O86.4
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Female	pregnancy complications	1	654.1	4	O34.2, O34.8, O34.9, O65.8
654.2	Rhesus isoimmunization in pregnancy	Female	pregnancy complications	1	656.1	2	O36.0, O36.1
655	Known or suspected fetal abnormality affecting management of mother	Female	pregnancy complications	2	655.0, 655.9	23	O35.0, O35.1, O35.2, O35.3, O35.4, O35.5, O35.8, O35.9, O36.2, O36.6, O36.7, O36.8, O36.9, O43.1, O43.8, O43.9, O68.0, O68.1, O68.2, O68.3, O68.8, O68.9, O75.2
656	Other perinatal conditions of fetus or newborn	Both	pregnancy complications	NA	NA	11	O28.0, O28.1, O28.2, O28.3, O28.5, O28.8, O28.9, P23.1, P23.8, P96.8, Z33
656.22	Interstitial emphysema and related conditions of newborn	Both	pregnancy complications	NA	NA	1	P25.0
656.26	Transitory tachypnea or apnea of newborn	Both	pregnancy complications	NA	NA	1	P28.3
656.5	Hematological disorders of newborn	Both	pregnancy complications	NA	NA	1	P61.5
656.7	Conditions involving the integument and temperature regulation of fetus and newborn	Both	pregnancy complications	NA	NA	1	P83.5
657	Infections specific to the perinatal period	Both	pregnancy complications	NA	NA	3	P35.0, P35.8, P37.1
658	Maternal complication of pregnancy affecting fetus or newborn	Female	pregnancy complications	NA	NA	4	P02.0, P03.8, P04.0, Q86.1
661	Fetal distress and abnormal forces of labor	Female	pregnancy complications	NA	NA	10	O62.0, O62.1, O62.2, O62.3, O62.4, O62.8, O62.9, O63.0, O63.1, O63.9
663	Umbilical cord complications during labor and delivery	Female	pregnancy complications	NA	NA	8	O69.0, O69.1, O69.2, O69.3, O69.4, O69.5, O69.8, O69.9
665	Obstetrical/birth trauma	Female	pregnancy complications	NA	NA	15	O70.0, O70.1, O70.2, O70.3, O70.9, O71.3, O71.4, O71.5, O71.6, O71.7, O71.8, O71.9, P14.0, P14.1, P15.9
668	Complications of the administration of anesthetic or other sedation in labor and delivery	Female	pregnancy complications	NA	NA	6	O74.5, O74.6, O74.8, O89.4, O89.5, O89.8
669	Complications of labor and delivery NEC	Female	pregnancy complications	NA	NA	19	O26.5, O68.0, O68.2, O68.3, O73.0, O73.1, O75.0, O75.1, O75.4, O75.8, O75.9, O81.3, O81.4, O81.5, O82.0, O82.1, O82.8, O83.1, O90.4
671	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Female	pregnancy complications	3	671.2, 671.4, 674.0	16	O22.0, O22.1, O22.2, O22.3, O22.4, O22.5, O22.8, O22.9, O87.0, O87.1, O87.2, O87.8, O87.9, O88.1, O88.2, O99.4
674	Other complications of the puerperium NEC	Female	pregnancy complications	1	674.8	8	N85.3, O86.0, O90.0, O90.1, O90.2, O90.3, O90.8, O90.9
676	Other disorders of the breast associated with childbirth and disorders of lactation	Female	pregnancy complications	1	676.3	4	O92.0, O92.1, O92.2, O92.7
679	Complications of in utero procedures	Female	pregnancy complications	NA	NA	2	O35.7, O82.9
681	Superficial cellulitis and abscess	Both	dermatologic	13	681.0, 681.1, 681.9, 682.0, 682.1, 682.2, 682.3, 682.4, 682.5, 682.6, 682.7, 682.8, 682.9	3	L03.8, L03.9, L98.3
681.1	Cellulitis and abscess of fingers/toes	Both	dermatologic	3	681.0, 681.1, 681.9	1	L03.0
681.2	Cellulitis and abscess of face/neck	Both	dermatologic	2	682.0, 682.1	2	K12.2, L03.2
681.3	Cellulitis and abscess of arm/hand	Both	dermatologic	2	682.3, 682.4	1	L03.1
681.5	Cellulitis and abscess of leg, except foot	Both	dermatologic	1	682.6	1	L03.1
681.6	Cellulitis and abscess of foot, toe	Both	dermatologic	1	682.7	1	L03.1
681.7	Cellulitis and abscess of trunk	Both	dermatologic	2	682.2, 682.5	1	L03.3
686	Other local infections of skin and subcutaneous tissue	Both	dermatologic	1	686.9	7	A31.1, A36.3, A46, E83.2, L08.1, L08.8, L08.9
686.1	Carbuncle and furuncle	Both	dermatologic	3	680.0, 680.2, 680.6	8	H60.0, L02.0, L02.1, L02.2, L02.3, L02.4, L02.8, L02.9
686.2	Impetigo	Both	dermatologic	NA	NA	2	L01.0, L01.1
686.3	Pilonidal cyst	Both	dermatologic	2	685.0, 685.1	2	L05.0, L05.9
686.4	Pyogenic granuloma	Both	dermatologic	1	686.1	2	L92.8, L98.0
686.5	Pyoderma	Both	dermatologic	1	686.0	2	L08.0, L88
687	Symptoms affecting skin	Both	dermatologic	1	782.9	1	R23.8
687.1	Rash and other nonspecific skin eruption	Both	dermatologic	1	782.1	2	L27.0, R21
687.2	Localized superficial swelling, mass, or lump	Both	dermatologic	NA	NA	1	R22.9
687.3	Changes in skin texture	Both	dermatologic	NA	NA	1	R23.4
687.4	Disturbance of skin sensation	Both	dermatologic	1	782.0	5	R20.0, R20.1, R20.2, R20.3, R20.8
689	Disorder of skin and subcutaneous tissue NOS	Both	dermatologic	3	709.8, 709.9, V13.3	5	L94.2, L94.4, L98.8, L98.9, Z87.2
690	Erythematosquamous dermatosis	Both	dermatologic	NA	NA	1	L30.3
690.1	Seborrheic dermatitis	Both	dermatologic	NA	NA	3	L21.0, L21.8, L21.9
691	Congenital anomalies of skin	Both	dermatologic	3	757.3, 757.33, 757.39	7	Q81.0, Q81.2, Q81.8, Q81.9, Q82.4, Q82.8, Q82.9
691.1	Ichthyosis congenita	Both	dermatologic	NA	NA	5	Q80.1, Q80.3, Q80.4, Q80.8, Q80.9
691.3	Congenital pigmentary anomalies of skin	Both	dermatologic	1	757.33	2	Q82.1, Q82.2
694	Dyschromia and Vitiligo		dermatologic	1	709.0	NA	NA
694.1	Vitiligo	Both	dermatologic	NA	NA	1	L80
694.2	Other dyschromia	Both	dermatologic	NA	NA	10	L57.3, L81.0, L81.1, L81.2, L81.3, L81.4, L81.6, L81.7, L81.8, L81.9
694.3	Vascular disorders of skin	Both	dermatologic	NA	NA	3	L95.0, L95.8, L95.9
695	Erythematous conditions		dermatologic	15	694.0, 694.4, 694.9, 695.1, 695.12, 695.19, 695.2, 695.3, 695.4, 695.8, 695.9, 697.0, 698.3, 698.4, 710.0	NA	NA
695.1	Toxic erythema	Both	dermatologic	3	695.1, 695.12, 695.19	7	L12.3, L51.1, L51.2, L51.8, L51.9, L53.0, L53.1
695.2	Bullous dermatoses	Both	dermatologic	3	694.0, 694.4, 694.9	3	L13.8, L13.9, L14
695.21	Dermatitis herpetiformis	Both	dermatologic	1	694.0	3	L13.0, L13.1, L40.1
695.22	Pemphigus and pemphigoid	Both	dermatologic	1	694.4	10	H13.3, L10.0, L10.2, L10.4, L10.8, L10.9, L12.0, L12.1, L12.8, L12.9
695.3	Rosacea		dermatologic	1	695.3	4	L71.0, L71.1, L71.8, L71.9
695.4	Lupus (localized and systemic)		dermatologic	2	695.4, 710.0	NA	NA
695.41	Cutaneous lupus erythematosus	Both	dermatologic	1	695.4	3	L93.0, L93.1, L93.2
695.42	Systemic lupus erythematosus	Both	dermatologic	1	710.0	4	M32.0, M32.1, M32.8, M32.9
695.7	Prurigo and Lichen	Both	dermatologic	2	697.0, 698.3	11	L28.0, L28.1, L28.2, L43.0, L43.2, L43.3, L43.8, L43.9, L44.1, L44.3, L66.1
695.8	Other specified erythematous conditions	Both	dermatologic	3	695.2, 695.8, 698.4	9	L00, L26, L30.4, L53.8, L54.0, L92.0, L95.1, L98.1, L98.2
695.81	Erythema nodosum	Both	dermatologic	1	695.2	1	L52
695.9	Unspecified erythematous condition	Both	dermatologic	1	695.9	2	L26, L53.9
696	Psoriasis and related disorders	Both	dermatologic	3	696.0, 696.1, 696.3	NA	NA
696.2	Parapsoriasis	Both	dermatologic	NA	NA	5	L41.0, L41.1, L41.3, L41.5, L41.9
696.3	Pityriasis	Both	dermatologic	1	696.3	3	L30.5, L42, L44.0
696.4	Psoriasis	Both	dermatologic	2	696.0, 696.1	1	L40.9
696.41	Psoriasis vulgaris	Both	dermatologic	1	696.1	6	L40.0, L40.1, L40.3, L40.4, L40.8, L40.9
696.42	Psoriatic arthropathy	Both	dermatologic	1	696.0	4	L40.5, M07.0, M07.2, M07.3
697	Sarcoidosis	Both	dermatologic	NA	NA	8	D84.1, D86.0, D86.1, D86.2, D86.3, D86.8, D86.9, G53.2
698	Pruritus and related conditions		dermatologic	3	698.0, 698.1, 698.9	5	L29.0, L29.2, L29.3, L29.8, L29.9
700	Corns and callosities		dermatologic	NA	NA	1	L84
701	Other hypertrophic and atrophic conditions of skin	Both	dermatologic	9	701.0, 701.1, 701.3, 701.4, 701.5, 701.8, 701.9, 709.2, 709.4	19	L11.8, L11.9, L57.4, L85.8, L85.9, L87.1, L90.2, L90.3, L90.4, L90.6, L90.8, L90.9, L91.8, L91.9, L92.2, L94.8, L94.9, L98.5, L98.6
701.1	Keratoderma, acquired	Both	dermatologic	1	701.1	6	L11.0, L85.0, L85.1, L85.2, L87.0, L87.2
701.2	Scar conditions and fibrosis of skin	Both	dermatologic	1	709.2	1	L90.5
701.3	Circumscribed scleroderma	Both	dermatologic	1	701.0	2	L94.0, L94.1
701.4	Keloid scar	Both	dermatologic	1	701.4	1	L91.0
701.5	Abnormal granulation tissue	Both	dermatologic	2	701.5, 709.4	3	L92.3, L92.9, M60.2
701.6	Acquired acanthosis nigricans	Both	dermatologic	NA	NA	1	L83
702	Degenerative skin conditions and other dermatoses		dermatologic	NA	NA	1	L11.1
702.1	Actinic keratosis	Both	dermatologic	NA	NA	2	L57.0, L90.0
702.2	Seborrheic keratosis	Both	dermatologic	NA	NA	1	L82
702.4	Degenerative skin disorders	Both	dermatologic	NA	NA	1	L92.1
703	Diseases of nail, NOS		dermatologic	2	703.8, 703.9	7	L60.1, L60.2, L60.3, L60.4, L60.5, L60.8, L60.9
703.1	Ingrowing nail	Both	dermatologic	1	703.0	1	L60.0
704	Diseases of hair and hair follicles	Both	dermatologic	2	704.0, 704.8	2	L72.1, L73.9
704.1	Alopecia	Both	dermatologic	1	704.0	12	L63.0, L63.1, L64.0, L64.8, L64.9, L65.2, L65.8, L65.9, L66.0, L66.2, L66.8, L66.9
704.11	Alopecia Areata	Both	dermatologic	NA	NA	2	L63.8, L63.9
704.12	Telogen effluvium	Both	dermatologic	NA	NA	1	L65.0
704.2	Hirsutism	Both	dermatologic	1	704.1	3	L68.0, L68.8, L68.9
704.8	Other specified diseases of hair and hair follicles	Both	dermatologic	1	704.8	3	L66.3, L73.1, L73.8
705	Disorders of sweat glands	Both	dermatologic	1	705.8	8	L74.0, L74.3, L74.4, L74.8, L75.0, L75.2, L75.8, L75.9
705.1	Dyshidrosis	Both	dermatologic	NA	NA	1	L30.1
705.3	Hidradenitis	Both	dermatologic	NA	NA	1	L73.2
705.8	Hyperhidrosis	Both	dermatologic	1	780.8	3	R61.0, R61.1, R61.9
706	Diseases of sebaceous glands		dermatologic	4	706.1, 706.2, 706.8, 706.9	NA	NA
706.1	Acne	Both	dermatologic	1	706.1	6	L70.0, L70.1, L70.5, L70.8, L70.9, L73.0
706.2	Sebaceous cyst	Both	dermatologic	1	706.2	6	K09.8, L72.0, L72.1, L72.2, L72.8, L72.9
706.8	Other specified diseases of sebaceous glands	Both	dermatologic	1	706.8	1	L85.3
707	Chronic ulcer of skin		dermatologic	3	707.0, 707.1, 707.8	2	L97, L98.4
707.1	Decubitus ulcer	Both	dermatologic	1	707.0	1	L89
707.2	Chronic ulcer of leg or foot	Both	dermatologic	1	707.1	NA	NA
707.3	Chronic ulcer of unspecified site	Both	dermatologic	1	707.8	NA	NA
709	Diffuse diseases of connective tissue		dermatologic	5	710.1, 710.2, 710.3, 710.4, 710.9	NA	NA
709.2	Sicca syndrome	Both	dermatologic	1	710.2	1	M35.0
709.3	Systemic sclerosis	Both	dermatologic	1	710.1	6	L94.3, M34.0, M34.1, M34.2, M34.8, M34.9
709.4	Polymyositis	Both	dermatologic	1	710.4	1	M33.2
709.5	Dermatomyositis	Both	dermatologic	1	710.3	4	M33.0, M33.1, M33.9, M36.0
709.6	Other specified diffuse diseases of connective tissue	Both	dermatologic	NA	NA	3	M35.1, M35.5, M35.8
709.7	Unspecified diffuse connective tissue disease	Both	dermatologic	1	710.9	4	M35.9, M36.8, M65.3, N16.4
710	Osteomyelitis, periostitis, and other infections involving bone		musculoskeletal	12	730.07, 730.1, 730.18, 730.19, 730.2, 730.25, 730.26, 730.29, 730.9, 730.97, 730.98, 730.99	1	M46.3
710.1	Osteomyelitis	Both	musculoskeletal	8	730.07, 730.1, 730.18, 730.19, 730.2, 730.25, 730.26, 730.29	NA	NA
710.11	Acute osteomyelitis	Both	musculoskeletal	1	730.07	1	M86.1
710.12	Chronic osteomyelitis	Both	musculoskeletal	3	730.1, 730.18, 730.19	4	M86.3, M86.4, M86.6, M86.8
710.19	Unspecified osteomyelitis	Both	musculoskeletal	4	730.2, 730.25, 730.26, 730.29	2	M46.2, M86.9
710.3	Osteopathy resulting from poliomyelitis	Both	musculoskeletal	NA	NA	1	M89.6
711	Arthropathy associated with infections		musculoskeletal	7	099.3, 136.1, 711.0, 711.02, 711.06, 711.09, 711.9	4	M00.8, M01.0, M02.8, M07.6
711.1	Pyogenic arthritis	Both	musculoskeletal	4	711.0, 711.02, 711.06, 711.09	2	M00.2, M00.9
711.2	Reiter's disease	Both	musculoskeletal	1	099.3	3	M02.3, M02.8, M03.6
711.3	Behcet's syndrome	Both	musculoskeletal	1	136.1	1	M35.2
712	Infective connective tissue disorders		musculoskeletal	1	728.86	1	M60.0
713	Arthropathy associated with other disorders classified elsewhere		musculoskeletal	1	713.3	8	M02.9, M14.4, M14.8, M16.2, M36.1, M36.2, M36.3, M36.4
713.5	Arthropathy associated with neurological disorders	Both	musculoskeletal	NA	NA	1	M14.6
714	Rheumatoid arthritis and other inflammatory polyarthropathies		musculoskeletal	3	714.0, 714.3, 714.9	3	M06.4, M12.0, M13.0
714.1	Rheumatoid arthritis	Both	musculoskeletal	1	714.0	12	J99.0, M05.0, M05.1, M05.2, M05.3, M05.9, M06.0, M06.1, M06.2, M06.3, M06.8, M06.9
714.2	Juvenile rheumatoid arthritis	Both	musculoskeletal	1	714.3	4	M08.0, M08.2, M08.8, M08.9
715	Other inflammatory spondylopathies		musculoskeletal	3	720.0, 720.1, 720.2	3	M46.5, M46.8, M46.9
715.1	Sacroiliitis NEC	Both	musculoskeletal	1	720.2	1	M46.1
715.2	Ankylosing spondylitis	Both	musculoskeletal	1	720.0	1	M45
715.3	Spinal enthesopathy	Both	musculoskeletal	1	720.1	1	M46.0
716	Other arthropathies		musculoskeletal	13	716.5, 716.50, 716.56, 716.58, 716.59, 716.66, 716.9, 716.91, 716.94, 716.95, 716.96, 716.97, 716.99	2	M12.8, M13.8
716.1	Unspecified polyarthropathy or polyarthritis	Both	musculoskeletal	5	716.5, 716.50, 716.56, 716.58, 716.59	NA	NA
716.2	Unspecified monoarthritis	Both	musculoskeletal	1	716.66	2	M13.1, M17.9
716.8	Palindromic rheumatism	Both	musculoskeletal	NA	NA	1	M12.3
716.9	Arthropathy NOS	Both	musculoskeletal	7	716.9, 716.91, 716.94, 716.95, 716.96, 716.97, 716.99	7	M13.9, M17.0, M17.9, M19.8, M19.9, M25.8, M25.9
717	Polymyalgia Rheumatica		musculoskeletal	NA	NA	1	M35.3
720	Spinal stenosis		musculoskeletal	2	723.0, 724.0	3	M48.0, M99.5, M99.7
721	Spondylosis and allied disorders		musculoskeletal	4	721.0, 721.1, 721.3, 721.9	2	M47.9, M48.3
721.1	Spondylosis without myelopathy	Both	musculoskeletal	2	721.0, 721.3	2	M47.2, M47.8
721.2	Spondylosis with myelopathy	Both	musculoskeletal	1	721.1	1	M47.1
721.8	Other allied disorders of spine	Both	musculoskeletal	NA	NA	6	M40.2, M43.2, M48.1, M48.9, M49.8, M53.9
722	Intervertebral disc disorders		musculoskeletal	8	722.0, 722.1, 722.2, 722.5, 722.6, 722.7, 722.8, 722.9	NA	NA
722.1	Displacement of intervertebral disc	Both	musculoskeletal	3	722.0, 722.1, 722.2	1	M50.2
722.3	Schmorl's nodes	Both	musculoskeletal	NA	NA	1	M51.4
722.6	Degeneration of intervertebral disc	Both	musculoskeletal	2	722.5, 722.6	2	M50.3, M51.3
722.7	Intervertebral disc disorder with myelopathy	Both	musculoskeletal	1	722.7	1	M50.0
722.8	Postlaminectomy syndrome	Both	musculoskeletal	1	722.8	1	M96.1
722.9	Other and unspecified disc disorder	Both	musculoskeletal	1	722.9	6	G55.1, M46.4, M50.0, M50.1, M50.8, M50.9
723	Other disorders of cervical region		musculoskeletal	2	723.5, 723.8	3	M50.0, M54.0, S16
723.1	Torticollis	Both	musculoskeletal	1	723.5	1	M43.6
724	Other and unspecified disorders of back		musculoskeletal	4	724.6, 724.7, 724.8, 724.9	NA	NA
724.1	Disorders of sacrum	Both	musculoskeletal	1	724.6	NA	NA
724.2	Disorders of coccyx	Both	musculoskeletal	1	724.7	NA	NA
724.8	Other symptoms referable to back	Both	musculoskeletal	1	724.8	1	M48.8
724.9	Other unspecified back disorders	Both	musculoskeletal	1	724.9	6	M40.2, M43.2, M43.8, M49.8, M50.0, M99.6
726	Peripheral enthesopathies and allied syndromes		musculoskeletal	9	726.0, 726.1, 726.2, 726.3, 726.4, 726.5, 726.6, 726.7, 726.9	10	M75, M75.1, M75.2, M75.4, M75.5, M75.8, M75.9, M77.0, M77.1, S46.0
726.1	Enthesopathy	Both	musculoskeletal	8	726.0, 726.1, 726.3, 726.4, 726.5, 726.6, 726.7, 726.9	21	M25.7, M70.1, M70.3, M70.5, M70.6, M70.7, M75.0, M75.1, M75.2, M76.0, M76.1, M76.2, M76.5, M76.7, M76.8, M76.9, M77.2, M77.4, M77.5, M77.8, M77.9
726.2	Synoviopathy	Both	musculoskeletal	NA	NA	1	M75.3
726.3	Bursitis	Both	musculoskeletal	NA	NA	4	M70.2, M70.4, M76.4, M76.6
726.4	Calcaneal spur; Exostosis NOS	Both	musculoskeletal	NA	NA	1	M77.3
727	Other disorders of synovium, tendon, and bursa		musculoskeletal	23	727.0, 727.02, 727.03, 727.04, 727.05, 727.06, 727.09, 727.4, 727.40, 727.43, 727.49, 727.5, 727.59, 727.6, 727.61, 727.63, 727.66, 727.67, 727.8, 727.81, 727.83, 727.89, 727.9	9	M65.0, M65.2, M67.2, M67.8, M67.9, M71.0, M71.4, M71.8, M71.9
727.1	Synovitis and tenosynovitis	Both	musculoskeletal	7	727.0, 727.02, 727.03, 727.04, 727.05, 727.06, 727.09	7	M65.1, M65.3, M65.4, M65.8, M65.9, M67.3, M70.0
727.2	Bursitis disorders	Both	musculoskeletal	NA	NA	3	M70.1, M71.1, M71.5
727.4	Ganglion and cyst of synovium, tendon, and bursa	Both	musculoskeletal	4	727.4, 727.40, 727.43, 727.49	2	M67.4, M71.3
727.5	Rupture of synovium	Both	musculoskeletal	2	727.5, 727.59	3	M66.0, M66.1, M71.2
727.6	Rupture of tendon, nontraumatic	Both	musculoskeletal	5	727.6, 727.61, 727.63, 727.66, 727.67	4	M66.2, M66.3, M66.4, M66.5
727.7	Contracture of tendon (sheath)	Both	musculoskeletal	1	727.81	3	M62.4, M67.0, M67.1
727.8	Plica syndrome	Both	musculoskeletal	1	727.83	NA	NA
728	Disorders of muscle, ligament, and fascia	Both	musculoskeletal	4	728.3, 728.7, 728.8, 728.84	8	M60.1, M62.0, M62.1, M62.3, M62.5, M72.1, M72.3, S56.0
728.1	Muscular calcification and ossification	Both	musculoskeletal	1	728.1	5	M61.0, M61.3, M61.4, M61.5, M61.9
728.2	Laxity of ligament or hypermobility syndrome	Both	musculoskeletal	NA	NA	2	M24.2, M35.7
728.7	Fasciitis	Both	musculoskeletal	1	728.6	2	M72.2, M72.9
728.71	Contracture of palmar fascia [Dupuytren's disease]	Both	musculoskeletal	1	728.6	1	M72.0
729	Other disorders of soft tissues		musculoskeletal	3	729.9, 729.91, 729.99	7	M62.6, M67.9, M70.8, M70.9, M79.8, M79.9, R22.7
729.1	Rheumatism, unspecified and fibrositis	Both	musculoskeletal	NA	NA	1	M79.0
729.3	Panniculitis	Both	musculoskeletal	1	729.39	2	M79.3, M79.4
731	Osteitis deformans and osteopathies associated with other disorders classified elsewhere		musculoskeletal	NA	NA	1	M89.4
731.1	Osteitis deformans [Paget's disease of bone]	Both	musculoskeletal	NA	NA	3	M88, M88.0, M88.9
732	Osteochondropathies		musculoskeletal	3	732.3, 732.4, 732.9	6	M42.1, M42.9, M93.0, M93.1, M93.8, M93.9
732.1	Juvenile osteochondrosis	Both	musculoskeletal	2	732.3, 732.4	13	M42.0, M91.1, M91.2, M91.3, M91.8, M91.9, M92.2, M92.4, M92.5, M92.6, M92.7, M92.8, M92.9
732.7	Osteochondritis dissecans	Both	musculoskeletal	NA	NA	1	M93.2
733	Other disorders of bone and cartilage	Both	musculoskeletal	4	733.22, 733.9, 733.91, 733.99	11	M84.8, M84.9, M85.2, M85.8, M89.0, M89.2, M89.3, M89.5, M94.1, M94.3, M94.8
733.2	Cyst of bone	Both	musculoskeletal	1	733.22	3	M85.0, M85.4, M85.6
733.4	Aseptic necrosis of bone	Both	musculoskeletal	3	733.4, 733.45, 733.49	5	M87.1, M87.2, M87.3, M87.8, M87.9
733.8	Malunion and nonunion of fracture	Both	musculoskeletal	3	733.8, 733.81, 733.82	2	M84.0, M84.1
735	Acquired foot deformities		musculoskeletal	9	727.1, 735.0, 735.1, 735.2, 735.4, 735.5, 735.8, 735.9, 736.7	1	M21.6
735.1	Flat foot	Both	musculoskeletal	NA	NA	1	M21.4
735.2	Acquired toe deformities	Both	musculoskeletal	6	735.1, 735.2, 735.4, 735.5, 735.8, 735.9	3	M20.3, M20.5, M20.6
735.21	Hammer toe (acquired)	Both	musculoskeletal	1	735.4	1	M20.4
735.22	Claw toe (acquired)	Both	musculoskeletal	1	735.5	NA	NA
735.23	Hallux rigidus	Both	musculoskeletal	1	735.2	1	M20.2
735.3	Hallux valgus (Bunion)	Both	musculoskeletal	2	727.1, 735.0	1	M20.1
736	Other acquired deformities of limbs		musculoskeletal	5	736.0, 736.1, 736.2, 736.8, 736.9	9	M21.0, M21.1, M21.2, M21.3, M21.5, M21.7, M21.8, M21.9, M92.5
736.1	Acquired deformities of forearm	Both	musculoskeletal	1	736.0	NA	NA
736.2	Acquired deformities of finger	Both	musculoskeletal	2	736.1, 736.2	1	M20.0
737	Curvature of spine		musculoskeletal	1	737.3	2	M43.9, Q76.3
737.1	Kyphosis (acquired)	Both	musculoskeletal	NA	NA	5	M40.0, M40.1, M40.2, M96.2, M96.3
737.2	Lordosis (acquired)	Both	musculoskeletal	NA	NA	1	M40.5
737.3	Kyphoscoliosis and scoliosis	Both	musculoskeletal	1	737.3	9	M41.0, M41.1, M41.2, M41.3, M41.4, M41.5, M41.8, M41.9, M96.5
738	Other acquired musculoskeletal deformity		musculoskeletal	5	738.0, 738.1, 738.3, 738.4, 738.5	10	M95.0, M95.1, M95.2, M95.3, M95.4, M95.5, M95.8, M95.9, M99.8, M99.9
738.4	Acquired spondylolisthesis	Both	musculoskeletal	1	738.4	2	M43.0, M43.1
739	Contracture of joint		musculoskeletal	5	718.4, 718.42, 718.44, 718.46, 718.49	2	M21.2, M24.5
740	Osteoarthrosis		musculoskeletal	18	715.1, 715.14, 715.15, 715.16, 715.2, 715.25, 715.26, 715.27, 715.31, 715.33, 715.34, 715.35, 715.36, 715.37, 715.38, 715.8, 715.9, V13.4	NA	NA
740.1	Osteoarthritis; localized	Both	musculoskeletal	15	715.1, 715.14, 715.15, 715.16, 715.2, 715.25, 715.26, 715.27, 715.31, 715.33, 715.34, 715.35, 715.36, 715.37, 715.38	3	M16.3, M16.9, M18.9
740.11	Osteoarthrosis, localized, primary	Both	musculoskeletal	4	715.1, 715.14, 715.15, 715.16	5	M16.0, M16.1, M17.1, M18.0, M18.1
740.12	Osteoarthrosis, localized, secondary	Both	musculoskeletal	4	715.2, 715.25, 715.26, 715.27	6	M16.6, M16.7, M17.4, M17.5, M18.5, M19.2
740.2	Osteoarthrosis, generalized	Both	musculoskeletal	NA	NA	3	M15.0, M15.1, M15.2
740.3	Osteoarthrosis involving more than one site, but not specified as generalized	Both	musculoskeletal	1	715.8	NA	NA
740.9	Osteoarthrosis NOS	Both	musculoskeletal	1	715.9	4	M13.9, M15.3, M15.4, M19.0
741	Symptoms and disorders of the joints		musculoskeletal	26	718.54, 718.56, 718.59, 719.0, 719.01, 719.02, 719.03, 719.04, 719.06, 719.07, 719.09, 719.1, 719.16, 719.2, 719.24, 719.5, 719.56, 719.59, 719.66, 719.7, 719.8, 719.81, 719.86, 719.9, 719.91, 719.99	6	M22.2, M22.8, M25.1, M25.8, M53.2, R29.4
741.1	Ankylosis of joint	Both	musculoskeletal	3	718.54, 718.56, 718.59	1	M24.6
741.2	Stiffness of joint	Both	musculoskeletal	3	719.5, 719.56, 719.59	1	M25.6
741.3	Difficulty in walking	Both	musculoskeletal	1	719.7	1	R26.2
741.4	Joint effusions	Both	musculoskeletal	8	719.0, 719.01, 719.02, 719.03, 719.04, 719.06, 719.07, 719.09	1	M25.4
741.5	Hemarthrosis	Both	musculoskeletal	2	719.1, 719.16	1	M25.0
741.6	Villonodular synovitis	Both	musculoskeletal	2	719.2, 719.24	1	M12.2
742	Derangement of joint, non-traumatic		musculoskeletal	20	718.1, 718.12, 718.26, 718.28, 718.3, 718.31, 718.32, 718.33, 718.36, 718.39, 718.8, 718.81, 718.84, 718.86, 718.87, 718.88, 718.89, 718.93, 718.95, 718.96	1	M24.7
742.1	Loose body in joint	Both	musculoskeletal	2	718.1, 718.12	1	M24.0
742.2	Pathological, developmental or recurrent dislocation	Both	musculoskeletal	8	718.26, 718.28, 718.3, 718.31, 718.32, 718.33, 718.36, 718.39	2	M22.0, M22.1
742.8	Articular cartilage disorder	Both	musculoskeletal	NA	NA	2	M24.1, M94.9
742.9	Other derangement of joint	Both	musculoskeletal	10	718.8, 718.81, 718.84, 718.86, 718.87, 718.88, 718.89, 718.93, 718.95, 718.96	12	M22.3, M23.5, M24.1, M24.3, M24.4, M24.9, M25.2, M25.3, M53.2, M53.3, M53.8, M53.9
743	Osteoporosis, osteopenia and pathological fracture		musculoskeletal	12	733.0, 733.09, 733.1, 733.13, 733.14, 733.15, 733.16, 733.94, 733.95, 733.96, 733.97, 733.98	NA	NA
743.1	Osteoporosis	Both	musculoskeletal	2	733.0, 733.09	NA	NA
743.11	Osteoporosis NOS	Both	musculoskeletal	NA	NA	2	M81.6, M81.9
743.13	Other specified osteoporosis	Both	musculoskeletal	1	733.09	NA	NA
743.2	Pathologic fracture	Both	musculoskeletal	5	733.1, 733.13, 733.14, 733.15, 733.16	3	M80.5, M80.8, M84.4
743.21	Pathologic fracture of vertebrae	Both	musculoskeletal	1	733.13	1	M48.5
743.22	Pathologic fracture of femur	Both	musculoskeletal	2	733.14, 733.15	NA	NA
743.4	Stress fracture	Both	musculoskeletal	5	733.94, 733.95, 733.96, 733.97, 733.98	1	M48.4
